dataset,representation,predictor,seed,variant,permutation_seed,best_step,path,sha256
CHEMBL218_EC50,morgan,mlp,23,trained,,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL218_EC50--morgan--seed23.pt,4cd7ad86a04b71bec31f41ba89c15ea326fb707767a91a3debea5d7f8febbf6d
CHEMBL218_EC50,morgan,mlp,23,label_permuted,20267925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL218_EC50--morgan--seed23.pt,ade0c39fc24c9c325dd1e8eda90f8968ccd13592b783a33b0cbb23df88e2581d
CHEMBL218_EC50,morgan,mlp,42,trained,,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL218_EC50--morgan--seed42.pt,42dc3dd33e94f9c9462666bf6c40d9c35ade419cdc562e3393c4548057aba6ad
CHEMBL218_EC50,morgan,mlp,42,label_permuted,20267944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL218_EC50--morgan--seed42.pt,7e73cc6163ab355376cb3ea300174633dc5dd2a2d7cb0b2711c0c9dbff167b1d
CHEMBL219_Ki,morgan,xgboost,11,trained,,722,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL219_Ki--morgan--seed11.json,867b9a0f36889b4b50d80a2187c07d1b822e230f77ed3452ea31bd2ea68333c3
CHEMBL219_Ki,morgan,xgboost,11,label_permuted,20268913.0,98,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL219_Ki--morgan--seed11.json,e9644c15748915e5ed16b567324cc439162d77ea2a0b00250e40f0c6119032dc
CHEMBL219_Ki,morgan,xgboost,23,trained,,467,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL219_Ki--morgan--seed23.json,4f2fac438f0a367ae6042fa108b4fd26f386f62c76cffb60a0bc5e5ee7a5a0fe
CHEMBL219_Ki,morgan,xgboost,23,label_permuted,20268925.0,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL219_Ki--morgan--seed23.json,cbec1623c7d554178b65fcaae9c91a0ae769fde6fcc908006f0a1e9d828cc935
CHEMBL219_Ki,morgan,xgboost,42,trained,,787,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL219_Ki--morgan--seed42.json,c3ca5fb17dae0cbaa26158e1662e61ab6e154e2b40b760feaa07f6603c6f0c9e
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,20268944.0,26,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL219_Ki--morgan--seed42.json,54b36de60bd72a8611a7181d8a7ed23fb49c0bfe5ae5b963212df3961b172834
CHEMBL219_Ki,morgan,mlp,11,trained,,12,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL219_Ki--morgan--seed11.pt,3119344bba85b2facccc969416d7e3d715c377efa3d6ae05515171ba6df09e69
CHEMBL219_Ki,morgan,mlp,11,label_permuted,20268913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL219_Ki--morgan--seed11.pt,2d37be079b493f7e71071218e0d5b488b04afd2750bf53da28b6fab308559204
CHEMBL219_Ki,morgan,mlp,23,trained,,8,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL219_Ki--morgan--seed23.pt,ca90dfd2d9b6ee883d8ca355ab148380093fb97e2252fec380858ac1fe3bb312
CHEMBL219_Ki,morgan,mlp,23,label_permuted,20268925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL219_Ki--morgan--seed23.pt,ae8447603c74f568ce93c4727906ce6e68e1aaa905ff2c1c9046d6081ff0c216
CHEMBL219_Ki,morgan,mlp,42,trained,,58,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL219_Ki--morgan--seed42.pt,a995b1e230e136abdbfa1c5e892135968f6a7d0535e2c58c44770e685e458e9a
CHEMBL219_Ki,morgan,mlp,42,label_permuted,20268944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL219_Ki--morgan--seed42.pt,448d061d3ea9e1a04b875b4f0af39fac4a71695c82773de0002745221b755f12
CHEMBL228_Ki,morgan,xgboost,11,trained,,699,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL228_Ki--morgan--seed11.json,12a6f333e3658f02db7eac812ee590ea1ecf06e8ac4b1507ae5af18e94e59129
CHEMBL228_Ki,morgan,xgboost,11,label_permuted,20269913.0,7,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL228_Ki--morgan--seed11.json,ac3e045ca3e3b4ab880ac4fd73a0769f1f7f3dfd7566b090ae86e97f1b568ccb
CHEMBL228_Ki,morgan,xgboost,23,trained,,498,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL228_Ki--morgan--seed23.json,1a90c53f563261d4403ee89b8353b71d40ff36bac8a80a93c6ef486b4d22a432
CHEMBL228_Ki,morgan,xgboost,23,label_permuted,20269925.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL228_Ki--morgan--seed23.json,e8fd6f7b4d8cf1ba02949a6a653889f0ebfd01fbcac652a4dc3f2a6f6f7532ed
CHEMBL228_Ki,morgan,xgboost,42,trained,,628,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL228_Ki--morgan--seed42.json,e5c9ac200c40d2af2f8c09d86653593ff79fe4f0990da5566803e0ef06d317bf
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,20269944.0,3,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL228_Ki--morgan--seed42.json,4f02829d1badb779e635581f665ffdb908af8dc88f12bacb45970ec95a4c2617
CHEMBL228_Ki,morgan,mlp,11,trained,,3,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL228_Ki--morgan--seed11.pt,61f44ba78a2bf92cc217a388fcf7cc7f0d079057b899319ff267fb0161bed178
CHEMBL228_Ki,morgan,mlp,11,label_permuted,20269913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL228_Ki--morgan--seed11.pt,e7e0fab6f44596113d031a2220028efada4af6bec8fecc3bee262c59db26f433
CHEMBL228_Ki,morgan,mlp,23,trained,,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL228_Ki--morgan--seed23.pt,c8d473d2cd253c3b3e02b1eb2806b843372a1aa80674b23a0e02cf93308cfff1
CHEMBL228_Ki,morgan,mlp,23,label_permuted,20269925.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL228_Ki--morgan--seed23.pt,bbb97754f88ddd562ceccf3079574db885ec88626ee24ac1451b9f94e7270799
CHEMBL228_Ki,morgan,mlp,42,trained,,8,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL228_Ki--morgan--seed42.pt,c9a0e1ff5c2391aada0b8d2769bb573df2b2d19c0c4eb72815a441c9e05c32e4
CHEMBL228_Ki,morgan,mlp,42,label_permuted,20269944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL228_Ki--morgan--seed42.pt,14872e370b88aa24978072482c3323195123a82e4025dbf462f5a69fa6a58db5
CHEMBL231_Ki,morgan,xgboost,11,trained,,418,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL231_Ki--morgan--seed11.json,e6b251204efb9a2a15d6b19496d5be51adc0a8d0b8f4b09d649af19bca181bb5
CHEMBL231_Ki,morgan,xgboost,11,label_permuted,20270913.0,157,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL231_Ki--morgan--seed11.json,53e1304636637ad00095345e45b9394a050a7128c44c10d860cc67ed4fe16095
CHEMBL231_Ki,morgan,xgboost,23,trained,,388,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL231_Ki--morgan--seed23.json,4df52f894531dcde4be6aa20eca532f6a3a777af228dbd4222c7e2d733e257e5
CHEMBL231_Ki,morgan,xgboost,23,label_permuted,20270925.0,194,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL231_Ki--morgan--seed23.json,8f0d5523067f3b16ddf4fde6affbb0b080348ce03f2fbc14ece46127f3b63443
CHEMBL231_Ki,morgan,xgboost,42,trained,,391,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL231_Ki--morgan--seed42.json,2e8ff2abbf2ef06918b03fbb806fbf53f7a953c20fb1647f0529e317ed12cb81
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,20270944.0,67,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL231_Ki--morgan--seed42.json,4bf00167395ebdf01986b9c73965c1dd54518f8a6bb1d1903d873c7baca28e0d
CHEMBL231_Ki,morgan,mlp,11,trained,,69,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL231_Ki--morgan--seed11.pt,70b644dc0bab6b13aba8273cc3cf57af843f87147fd29f92f7e14eb5bf4e4f04
CHEMBL231_Ki,morgan,mlp,11,label_permuted,20270913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL231_Ki--morgan--seed11.pt,f91e87638832beb8e9e4872b6e28a034b32a201e48166d6565a4317578c238da
CHEMBL231_Ki,morgan,mlp,23,trained,,76,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL231_Ki--morgan--seed23.pt,6c67339da6a0d3b002c1d403e00b4ceb61d335167861c4eaac98177d62cdfb43
CHEMBL231_Ki,morgan,mlp,23,label_permuted,20270925.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL231_Ki--morgan--seed23.pt,70d101228d7f806d2e8a7be82aa7a2736bb1284358bddea9b5028eb2fab2421b
CHEMBL231_Ki,morgan,mlp,42,trained,,72,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL231_Ki--morgan--seed42.pt,75b8a72935bc72214fadbebddd9a615906486ff201ad1ee4e1087d3e6cfed4b8
CHEMBL231_Ki,morgan,mlp,42,label_permuted,20270944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL231_Ki--morgan--seed42.pt,d64c95177254dcb926b68732a4fe993e3c71beb2e4153a5c22eac08df93ea9e7
CHEMBL233_Ki,morgan,xgboost,11,trained,,408,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL233_Ki--morgan--seed11.json,657f32a713fa89d87ea87ac258d4b2c98bbae2ab63b9bf0ae259a28db0905615
CHEMBL233_Ki,morgan,xgboost,11,label_permuted,20271913.0,6,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL233_Ki--morgan--seed11.json,3a6c7ce63d74d1a474e6c244826d5d59cfc31c70bc636f63550b5e60527bac32
CHEMBL233_Ki,morgan,xgboost,23,trained,,597,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL233_Ki--morgan--seed23.json,b405dc9b5af6af95ac7b81868b4f6c39205d2ce76ffdf57065b0f194d0940bc6
CHEMBL233_Ki,morgan,xgboost,23,label_permuted,20271925.0,51,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL233_Ki--morgan--seed23.json,159cc0dcca86063a739fc75c2dd13b9b5396c7c0042e36e0aeb35edbe4fd3b3b
CHEMBL233_Ki,morgan,xgboost,42,trained,,561,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL233_Ki--morgan--seed42.json,ae6580035f5178b37d2fcb15af73d194026fdd48f484a6303f5c06fe7a5f9230
CHEMBL233_Ki,morgan,xgboost,42,label_permuted,20271944.0,32,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL233_Ki--morgan--seed42.json,ba586b9d663f70e478ba862dcb897dcfdb7c76b3c4cf972174f222027c267274
CHEMBL233_Ki,morgan,mlp,11,trained,,70,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL233_Ki--morgan--seed11.pt,3bad3f12d44ed0143dec6f368dde1be8c1d55e8b6ced996b563f08bfe3f034d2
CHEMBL233_Ki,morgan,mlp,11,label_permuted,20271913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL233_Ki--morgan--seed11.pt,1b37ee7aa3558bcd523dbc1341ddd70d53a44cc9da784bb3b5949a8ffcee0b79
CHEMBL233_Ki,morgan,mlp,23,trained,,17,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL233_Ki--morgan--seed23.pt,ce0fd6eed69d39688c00e18bcdac4b272d69a6935b3dab9fe19fca2a73d8e244
CHEMBL233_Ki,morgan,mlp,23,label_permuted,20271925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL233_Ki--morgan--seed23.pt,800030579d7190e3def7601c63d9887e8446f22db9b3d57a144feb9b7657e1c2
CHEMBL233_Ki,morgan,mlp,42,trained,,13,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL233_Ki--morgan--seed42.pt,6ff0867c7db1bf3b9afc8247d6e03ce2c0b2c07fe6d256ca354ae6e6303e239c
CHEMBL233_Ki,morgan,mlp,42,label_permuted,20271944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL233_Ki--morgan--seed42.pt,94bcfa13e95d771ff7d7e0c683cb9f2878ccc4eb9d99135035bf80055380cfc2
CHEMBL234_Ki,morgan,xgboost,11,trained,,999,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL234_Ki--morgan--seed11.json,c6f46c8fcc6469b4a9e01886e170e08ecc27f0a8dfe46bd676ed890ef951df01
CHEMBL234_Ki,morgan,xgboost,11,label_permuted,20272913.0,80,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL234_Ki--morgan--seed11.json,41bb2c4fcb0240ab055ad9838e43e990731af4c69d6769a5a7cb066470f41a6b
CHEMBL234_Ki,morgan,xgboost,23,trained,,993,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL234_Ki--morgan--seed23.json,370ccc5830f5630176e7caff1a597b3d46e2aa75ceede822b4b5d7650952bd91
CHEMBL234_Ki,morgan,xgboost,23,label_permuted,20272925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL234_Ki--morgan--seed23.json,ab9045ba69e2760ebc6bee753d7124731c1f94081e08a95d7b67c72eb4d2ae2e
CHEMBL234_Ki,morgan,xgboost,42,trained,,999,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL234_Ki--morgan--seed42.json,b746e3c69b57c4b8cf8e83bcf924605f6d55404edb9b7a16ed5a4c75612e65b5
CHEMBL234_Ki,morgan,xgboost,42,label_permuted,20272944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL234_Ki--morgan--seed42.json,c8937cf08bb365b27418b89e748ef1e93bd42a60a46084233430aa6e129ce7ac
CHEMBL234_Ki,morgan,mlp,11,trained,,49,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL234_Ki--morgan--seed11.pt,9733e5c05f0e1898c7aa2afd1609343654926053427507b094538a77b337af98
CHEMBL234_Ki,morgan,mlp,11,label_permuted,20272913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL234_Ki--morgan--seed11.pt,4d8834e487d4c437c3ae7c35b6df01b53c20cf8c333bf99301da656edfd2711f
CHEMBL234_Ki,morgan,mlp,23,trained,,102,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL234_Ki--morgan--seed23.pt,c41b1af514769883e4fc54a530dd141183e21f5037dad348c1ad7bd8a7504f7c
CHEMBL234_Ki,morgan,mlp,23,label_permuted,20272925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL234_Ki--morgan--seed23.pt,c1bd38ec7085bfd38e92cac8eec2c90daca8d9ee5d7f45187c506a04e0adc52b
CHEMBL234_Ki,morgan,mlp,42,trained,,55,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL234_Ki--morgan--seed42.pt,9b1fb1d02873653fd8a16c50971738592e08ad712c1d9e0858ad03ff19c94661
CHEMBL234_Ki,morgan,mlp,42,label_permuted,20272944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL234_Ki--morgan--seed42.pt,b46b29ce7dcc0b5a7c88d9473cd249e90e2b3bf02e230f4b1331ab05fa3f7475
CHEMBL235_EC50,morgan,xgboost,11,trained,,596,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL235_EC50--morgan--seed11.json,5d945e552646b5f1d0378ee1b5ba75c81aa539654965d5757f389a3d5e20ddd6
CHEMBL235_EC50,morgan,xgboost,11,label_permuted,20273913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL235_EC50--morgan--seed11.json,4ca7a64c01eaacd4be4d646b11db7f54e6072ed5d861802e01242536f39e1252
CHEMBL235_EC50,morgan,xgboost,23,trained,,998,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL235_EC50--morgan--seed23.json,5389b43f1b4e06970a1809766f05428be31b5f0a7e0699c344b2052b4ee1abb5
CHEMBL235_EC50,morgan,xgboost,23,label_permuted,20273925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL235_EC50--morgan--seed23.json,d3156752fa2d4075c984411380df8dd9a16ac75ec93e500152dec3664c8b808e
CHEMBL235_EC50,morgan,xgboost,42,trained,,723,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL235_EC50--morgan--seed42.json,573fb47076eace28b6d71c9042d574d5e2609bb23abf222edda1df5648dcef54
CHEMBL235_EC50,morgan,xgboost,42,label_permuted,20273944.0,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL235_EC50--morgan--seed42.json,f27b820bddedf8fe9680d0361df8bb6b369d61f8e9dcba2b056f23182664eeb4
CHEMBL235_EC50,morgan,mlp,11,trained,,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL235_EC50--morgan--seed11.pt,7a112a31d7382723560deeb833b544e2ac8d43fdc1da8f5bbaacc2252e93fe93
CHEMBL235_EC50,morgan,mlp,11,label_permuted,20273913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL235_EC50--morgan--seed11.pt,001691ff664af78d93dcf2de5041deda2db92f9f67e4eef0a39f90979ec75dae
CHEMBL235_EC50,morgan,mlp,23,trained,,6,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL235_EC50--morgan--seed23.pt,f9da7b0224664803521b890b15c0e6fe755506d28e81e0d8ff04b90bc20b05fa
CHEMBL235_EC50,morgan,mlp,23,label_permuted,20273925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL235_EC50--morgan--seed23.pt,ebd4d34a61e682c0252d161c304a7192539b8d6a2ac183c7e95e70b9aaaf0ee0
CHEMBL235_EC50,morgan,mlp,42,trained,,48,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL235_EC50--morgan--seed42.pt,7bb22a875825640c884c3f39fee15b9eddd4921e59bea8167eaedd5371aa566f
CHEMBL235_EC50,morgan,mlp,42,label_permuted,20273944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL235_EC50--morgan--seed42.pt,bf67be4bdf95389123ef10d09a00618ed5d441e945a6c0dda8b125e7891f7f58
CHEMBL236_Ki,morgan,xgboost,11,trained,,411,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL236_Ki--morgan--seed11.json,6291d5db9e404274d79f6cb33d1ef52a920cd167058d9faa9cbc40752dd31bac
CHEMBL236_Ki,morgan,xgboost,11,label_permuted,20274913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL236_Ki--morgan--seed11.json,4801ddbbb87db6009f1e8acd20caef8b3e909aee496f630df23ab1e52cbf3817
CHEMBL236_Ki,morgan,xgboost,23,trained,,970,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL236_Ki--morgan--seed23.json,20c17b850bfa4dc17a834db88b13b6f3a5c9eee991f3782bdb2ffec79831800a
CHEMBL236_Ki,morgan,xgboost,23,label_permuted,20274925.0,10,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL236_Ki--morgan--seed23.json,599225b11cccd13c5d85d12e643a5084b67b49a865b8cafaddb6afbbd4c9c526
CHEMBL236_Ki,morgan,xgboost,42,trained,,859,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL236_Ki--morgan--seed42.json,5ca29b3c6fcafe1868d520f7cd9ea06cbaf0e4dc8433b1f8ffefdf4ef45634ad
CHEMBL236_Ki,morgan,xgboost,42,label_permuted,20274944.0,79,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL236_Ki--morgan--seed42.json,2d480221c1f8787f594f6d5f9f848b88d7544855f1527c49f7fd36f78224e7dd
CHEMBL236_Ki,morgan,mlp,11,trained,,109,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL236_Ki--morgan--seed11.pt,52dd1f9bd09a8ea5bc520de05cf795ed6c24bbde0dcc0cabb8cf36223037d93a
CHEMBL236_Ki,morgan,mlp,11,label_permuted,20274913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL236_Ki--morgan--seed11.pt,0d16f32ed08a6df5d7ab2190f1588d24ae7131dbb224cd76b42709fcf2400731
CHEMBL236_Ki,morgan,mlp,23,trained,,35,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL236_Ki--morgan--seed23.pt,414ce034f1f74647ae5d10039f3340e2ca1203564f022785ebc802da778fe1d2
CHEMBL236_Ki,morgan,mlp,23,label_permuted,20274925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL236_Ki--morgan--seed23.pt,ab25b170fb1293797ff0dff59508884fd634428d85df443ad2594f19f01643e9
